TAXONOMIC_NAME,FAMILY,Lmax,Linf,K,Kyears,M,Lifespan,GenerationTime,AgeMat,Lmat,LmaxYields,Wmax,MaxN_prot,Repr,Fecundity,Resilience,Main food,Trophic level,QB
Haliichthys taeniophorus,Syngnathidae,30.0,31.5,0.62,0.26,1.15,4.6,1.3,1.2,18.5,19.4,,,,,High; decline threshold,,0,times the body weight per year
Halimochirurgus alcocki,Triacanthodidae,21.6,22.8,,,,0,0,0,13.8,13.8,,,,,Please en,,0,times the body weight per year
Halimochirurgus centriscoides,Triacanthodidae,15.0,15.9,,,1.6,0,0,0,10,9.5,,,,,Please en,,,times the body weight per year
Halophryne diemensis,Batrachoididae,28.0,29.4,0.22,0.77,0.54,12.9,3.5,3.3,17.4,18,,,,,Medium; decline threshold,mainly animals,3.7+/- s.e. 0.56,times the body weight per year
Halophryne ocellatus,Batrachoididae,26.0,27.3,0.24,0.72,0.59,11.8,3.2,3.1,16.3,16.7,,,,,Medium; decline threshold,,,times the body weight per year
Halosauropsis macrochir,Halosauridae,90.0,59.1,0.45,0.3,0.52,6.4,2.5,1.5,32.6,42.7,"3,613.0 g",103.4/646.2,,,High; decline threshold,mainly animals,3.3+/- s.e. 0.36,times the body weight per year
Halosaurus ovenii,Halosauridae,60.0,62.2,0.37,0.37,0.45,7.7,2.3,1.8,34.1,39.4,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.48,times the body weight per year
Halosaurus pectoralis,Halosauridae,68.0,70.4,0.33,0.4,0.4,8.7,2.7,2,38.1,44.8,,,,,High; decline threshold,,,times the body weight per year
Hapalogenys dampieriensis,Hapalogenyidae,30.0,31.5,,,,0,0,0,18.5,19.4,,,,,Please en,,,times the body weight per year
Hapalogenys kishinouyei,Hapalogenyidae,33.8,35.4,,,,0,0,0,20.6,21.9,,,,,Please en,mainly animals,4+/- s.e. 0.65,times the body weight per year
Haplomacrourus nudirostris,Macrouridae,57.5,59.7,0.14,1.01,0.22,20.4,6.1,4.7,32.9,37.7,,,,,Low; decline threshold,,,times the body weight per year
Haplophryne mollis,Linophrynidae,15.9,16.8,,,,0,0,0,10.5,10.1,,,,,Please en,,0,times the body weight per year
Harpadon translucens,Synodontidae,70.0,72.4,0.3,0.44,0.55,9.6,2.9,2.1,39.1,46.1,,,,,Medium; decline threshold,,0,times the body weight per year
Harriotta haeckeli,Rhinochimaeridae,65.0,67.3,,,0.26,0,0,0,36.6,42.7,"1,102.0 g",30.4/190.0,,,Please en,,0,times the body weight per year
Harriotta raleighana,Rhinochimaeridae,120.0 OT,123.1,,,,0,0,0,62.9,80.2,,,,,Please en,mainly animals,3.6+/- s.e. 0.5,times the body weight per year
Hastatobythites arafurensis,Bythitidae,9.0,9.6,0.81,0.27,,3.4,1.4,1.1,6.4,5.6,,,,,High; decline threshold,,,times the body weight per year
Helcogramma decurrens,Tripterygiidae,4.5,4.9,1.49,0.17,,1.8,0.9,0.7,3.5,2.8,,,,,High; decline threshold,,,times the body weight per year
Helcogramma ellioti,Tripterygiidae,5.7,6.1,1.2,0.2,,2.3,1,0.8,4.2,3.5,,,,,High; decline threshold,,0,times the body weight per year
Helcogramma gymnauchen,Tripterygiidae,4.0,4.3,2,0.13,4.48,1.4,0.7,0.5,3.1,2.4,,,,,High; decline threshold,plants/detritus+animals,2.8+/- s.e. 0.26,times the body weight per year
Helcogramma springeri,Tripterygiidae,3.4,3.7,1.94,0.14,,1.4,0.7,0.5,2.7,2.1,,,,,High; decline threshold,,0,times the body weight per year
Helcogramma striata,Tripterygiidae,4.3,4.6,1.56,0.17,,1.8,0.8,0.6,3.3,2.6,,,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.45,times the body weight per year
Helicolenus barathri,Sebastidae,36.5,38.1,0.12,1.34,,23.7,6.7,5.8,22,23.6,"1,661.0 g",46.5/290.6,,,Low; decline threshold,,,times the body weight per year
Helicolenus percoides,Sebastidae,47.0,43.2,0.12,1.36,0.22,24.7,7.1,5.7,24.6,26.9,"2,491.0 g",70.5/440.6,bearers: internal live bearers,,Low; decline threshold,mainly animals,4+/- s.e. 0.74,times the body weight per year
Helotes sexlineatus,Terapontidae,15.0,15.9,0.81,0.24,1.66,3.5,1.3,1,10,9.5,,,,,High; decline threshold,mainly plants/detritus,2,times the body weight per year
Hemiarius dioctes,Ariidae,120.0,123.1,0.07,1.7,,41.2,13.4,8.5,62.9,80.2,,,,,Low; decline threshold,,,times the body weight per year
Hemichromis bimaculatus,Cichlidae,13.6,14.4,0.74,0.27,,3.8,1.5,1.1,9.2,8.6,48.0 g,1.2/7.5,,,High; decline threshold,mainly animals,3.9+/- s.e. 0.64,times the body weight per year
Hemigaleus australiensis,Hemigaleidae,110.0,113,,,0.39,0,0,0,58.3,73.3,,,,,Please en,mainly animals,4.4+/- s.e. 0.1,times the body weight per year
Hemigaleus microstoma,Hemigaleidae,114.0,117,,,0.38,0,0,0,60.1,76,"5,812.0 g","168.7/1,054.4",,,Please en,mainly animals,4.2+/- s.e. 0.37,times the body weight per year
Hemiglyphidodon plagiometopon,Pomacentridae,18.0,19,0.4,0.47,0.94,7,2.7,2,11.8,11.4,,,,,High; decline threshold,mainly plants/detritus,2,times the body weight per year
Hemigobius hoevenii,Gobiidae,6.0,6.5,1.04,0.23,2.49,2.7,1.2,0.9,4.5,3.7,,,,,High; decline threshold,,,times the body weight per year
Hemigymnus fasciatus,Labridae,30.0,31.5,0.28,0.59,0.64,10.1,2.8,2.6,18.5,19.4,,,,,Medium; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Hemigymnus melapterus,Labridae,37.0,38.7,0.19,0.83,,15,4.3,3.7,22.3,24,"1,059.0 g",29.2/182.5,,,Medium; decline threshold,mainly animals,3.6+/- s.e. 0.45,times the body weight per year
Hemipristis elongata,Hemigaleidae,240.0,243.4,,,0.23,0,0,0,116.1,163.1,,,,,Please en,mainly animals,4.3+/- s.e. 0.33,times the body weight per year
Hemiramphus far,Hemiramphidae,45.0,46.9,0.56,0.26,0.8,5.1,1.5,1.2,26.5,29.3,473.0 g,12.7/79.4,,,High; decline threshold,mainly animals,2.9+/- s.e. 0.39,times the body weight per year
Hemiramphus robustus,Hemiramphidae,31.5,33,0.65,0.24,,4.4,1.2,1.1,19.3,20.3,,,,,High; decline threshold,,,times the body weight per year
Hemiscyllium ocellatum,Hemiscylliidae,107.0,109.9,,,0.4,0,0,0,56.8,71.2,,,,,Please en,mainly animals,3.4+/- s.e. 0.21,times the body weight per year
Hemiscyllium trispeculare,Hemiscylliidae,79.0,81.6,,,0.49,0,0,0,43.5,52.2,,,,,Please en,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Hemitaurichthys polylepis,Chaetodontidae,18.0,19,1.02,0.18,1.88,2.8,1.1,0.8,11.8,11.4,,,,,High; decline threshold,mainly animals,3.1+/- s.e. 0.1,times the body weight per year
Hemitrygon fluviorum,Dasyatidae,130.0,133.1,,,0.35,0,0,0,67.5,87,,,,,Please en,mainly animals,3.6+/- s.e. 0.5,times the body weight per year
Hemitrygon parvonigra,Dasyatidae,51.0 WD,53,,,,0,0,0,29.5,33.3,,,,,Please en,,,times the body weight per year
Heniochus acuminatus,Chaetodontidae,25.0,26.3,0.75,0.22,1.38,3.8,1,1,15.7,16.1,635.0 g,17.3/108.1,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.41,times the body weight per year
Heniochus chrysostomus,Chaetodontidae,18.0,19,1.02,0.18,1.88,2.8,1.1,0.8,11.8,11.4,268.0 g,7.1/44.4,,,High; decline threshold,mainly animals,3.8+/- s.e. 0.32,times the body weight per year
Heniochus diphreutes,Chaetodontidae,21.0,22.1,0.88,0.2,1.35,3.2,1.2,0.9,13.5,13.4,,,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.45,times the body weight per year
Heniochus monoceros,Chaetodontidae,24.0,25.3,0.78,0.22,1.44,3.6,1,1,15.2,15.4,544.0 g,14.7/91.9,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.37,times the body weight per year
Heniochus singularius,Chaetodontidae,30.0,31.5,0.63,0.25,1.16,4.5,1.3,1.2,18.5,19.4,,,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.44,times the body weight per year
Heniochus varius,Chaetodontidae,19.0,20.1,0.97,0.18,1.79,2.9,1.1,0.8,12.4,12.1,,,,,High; decline threshold,mainly animals,3.2+/- s.e. 0.32,times the body weight per year
Heptranchias perlo,Hexanchidae,137.0,140.2,,,0.15,0,0,0,70.7,91.8,"8,594.0 g","252.5/1,578.1",,,Please en,mainly animals,4.2+/- s.e. 0.36,times the body weight per year
Heraldia nocturna,Syngnathidae,9.2,9.8,1.54,0.14,,1.8,0.8,0.6,6.5,5.7,,,,,High; decline threshold,,,times the body weight per year
Herklotsichthys blackburni,Clupeidae,10.5,11.2,1.16,0.18,,2.4,1,0.7,7.3,6.6,,,,,High; decline threshold,,,times the body weight per year
Herklotsichthys castelnaui,Clupeidae,20.0,21.1,0.64,0.28,,4.4,1.6,1.2,12.9,12.8,,,,,High; decline threshold,,,times the body weight per year
Herklotsichthys collettei,Clupeidae,13.0,13.8,0.95,0.21,,2.9,1.2,0.9,8.8,8.2,,,,,High; decline threshold,,,times the body weight per year
Herklotsichthys gotoi,Clupeidae,9.0,9.6,1.34,0.16,,2.1,0.9,0.7,6.4,5.6,,,,,High; decline threshold,,,times the body weight per year
Herklotsichthys koningsbergeri,Clupeidae,13.0,13.8,0.95,0.21,,2.9,1.2,0.9,8.8,8.2,,,,,High; decline threshold,,,times the body weight per year
Herklotsichthys lippa,Clupeidae,16.0,16.9,0.79,0.24,,3.6,1.4,1,10.6,10.1,,,,,High; decline threshold,,,times the body weight per year
Herklotsichthys quadrimaculatus,Clupeidae,25.0,15.4,2,0.09,3.45,1.4,0.4,0.4,9.7,9.8,56.0 g,1.4/8.8,nonguarders: open water/substratum egg scatterers,"6,000.00",High; decline threshold,mainly animals,3.6+/- s.e. 0.35,times the body weight per year
Herwigia kreffti,Alepocephalidae,40.0,41.7,0.17,0.91,,16.7,4.8,4.1,23.8,26,,,,,Medium; decline threshold,,0,times the body weight per year
Hetereleotris readerae,Gobiidae,2.4,2.6,2.03,0.15,,1.3,0.7,0.6,2,1.4,,,,,High; decline threshold,,,times the body weight per year
Heteroclinus adelaidae,Clinidae,9.0,9.6,,,1.15,0,0,0,6.4,5.6,,,,,Please en,mainly animals,3.5,times the body weight per year
Heteroclinus eckloniae,Clinidae,11.0,11.7,,,1,0,0,0,7.6,6.9,,,,,Please en,,,times the body weight per year
Heteroclinus equiradiatus,Clinidae,9.7,10.4,,,1.09,0,0,0,6.8,6.1,,,,,Please en,,,times the body weight per year
Heteroclinus heptaeolus,Clinidae,10.0,10.7,,,1.06,0,0,0,7,6.3,,,,,Please en,,,times the body weight per year
Heteroclinus johnstoni,Clinidae,40.0,41.7,,,0.4,0,0,0,23.8,26,,,,,Please en,,,times the body weight per year
Heteroclinus kuiteri,Clinidae,6.0,6.5,,,,0,0,0,4.5,3.7,,,,,Please en,,,times the body weight per year
Heteroclinus macrophthalmus,Clinidae,10.0,10.7,,,1.06,0,0,0,7,6.3,,,,,Please en,,,times the body weight per year
Heteroclinus marmoratus,Clinidae,14.0,14.9,,,1.16,0,0,0,9.4,8.9,,,,,Please en,,,times the body weight per year
Heteroclinus nasutus,Clinidae,9.0,9.6,,,1.59,0,0,0,6.4,5.6,,,,,Please en,,,times the body weight per year
Heteroclinus perspicillatus,Clinidae,20.0,21.1,,,0.65,0,0,0,12.9,12.8,,,,,Please en,mainly animals,3.4+/- s.e. 0.45,times the body weight per year
Heteroclinus puellarum,Clinidae,10.0,10.7,,,1.06,0,0,0,7,6.3,,,,,Please en,,,times the body weight per year
Heteroclinus roseus,Clinidae,15.0,15.9,,,0.8,0,0,0,10,9.5,36.2 g,0.9/5.6,,,Please en,,,times the body weight per year
Heteroclinus tristis,Clinidae,30.0,31.5,,,0.49,0,0,0,18.5,19.4,,,,,Please en,mainly animals,4+/- s.e. 0.69,times the body weight per year
Heteroclinus whiteleggii,Clinidae,10.0,10.7,,,1.06,0,0,0,7,6.3,,,,,Please en,,,times the body weight per year
Heteroclinus wilsoni,Clinidae,14.0,14.9,,,0.84,0,0,0,9.4,8.9,,,,,Please en,,,times the body weight per year
Heteroconger hassi,Congridae,40.0,41.7,0.34,0.44,0.69,8.4,2.4,2,23.8,26,,,,,High; decline threshold,,0,times the body weight per year
Heterodontus galeatus,Heterodontidae,152.0,155.3,0.05,1.96,0.08,58,19.5,11.9,77.5,102.1,,,,,Very low; decline threshold,mainly animals,3.7+/- s.e. 0.53,
Heterodontus portusjacksoni,Heterodontidae,165.0,124,0.07,1.7,0.13,41.2,13.4,8.5,63.4,80.8,,,nonguarders: open water/substratum egg scatterers,13,Low; decline threshold,mainly animals,3.4+/- s.e. 0.48,times the body weight per year
Heterodontus zebra,Heterodontidae,125.0,128.1,0.07,1.68,0.13,41.2,13.4,8.5,65.2,83.6,,,,,Low; decline threshold,mainly animals,4+/- s.e. 0.66,times the body weight per year
Heterophotus ophistoma,Stomiidae,35.6,37.2,0.25,0.63,,11.4,3.2,2.8,21.5,23,,,,,Medium; decline threshold,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Heteropriacanthus cruentatus,Priacanthidae,50.7,52.7,0.45,0.31,0.66,6.4,1.9,1.5,29.4,33.1,"2,018.0 g",56.8/355.0,,,High; decline threshold,mainly animals,3.6+/- s.e. 0.16,times the body weight per year
Heteroscarus acroptilus,Odacidae,24.0,25.3,0.59,0.29,,4.8,1.3,1.3,15.2,15.4,,,,,High; decline threshold,plants/detritus+animals,2.9,times the body weight per year
Hexanchus griseus,Hexanchidae,482.0,483.5,,,0.1,0,0,0,215,333.6,,,,,Please en,mainly animals,4.5+/- s.e. 0.21,times the body weight per year
Hexanchus nakamurai,Hexanchidae,180.0,183.4,,,0.13,0,0,0,90,121.5,87.5 kg,"2,757.4/17,233.8",,,Please en,mainly animals,4.2+/- s.e. 0.7,times the body weight per year
Hexanematichthys mastersi,Ariidae,51.0,53,0.19,0.76,0.42,15,4.4,3.5,29.5,33.3,,,,,Medium; decline threshold,,,times the body weight per year
Hexatrygon bickelli,Hexatrygonidae,143.0,146.2,,,0.15,0,0,0,73.5,95.9,,,,,Please en,,0,times the body weight per year
Himantolophus appelii,Himantolophidae,40.0,41.7,,,0.37,0,0,0,23.8,26,,,,,Please en,mainly animals,4+/- s.e. 0.7,times the body weight per year
Himantura uarnak,Dasyatidae,200.0 WD,203.4,,,,0,0,0,98.8,135.3,244.5 kg,"7,941.2/49,632.5",,,Please en,mainly animals,3.6+/- s.e. 0.59,times the body weight per year
Himantura undulata,Dasyatidae,410.0,412.3,,,0.15,0,0,0,186.4,282.6,,,,,Please en,,0,times the body weight per year
Hime curtirostris,Aulopidae,19.3,20.4,,,,0,0,0,12.5,12.3,,,,,Please en,,,times the body weight per year
Hime formosana,Aulopidae,23.0,24.2,,,,0,0,0,14.6,14.7,,,,,Please en,,0,times the body weight per year
Hime japonica,Aulopidae,22.3,23.5,,,,0,0,0,14.2,14.3,,,,,Please en,mainly animals,4+/- s.e. 0.66,times the body weight per year
Hime pyrhistion,Aulopidae,26.8,28.1,,,,0,0,0,16.7,17.2,,,,,Please en,,,times the body weight per year
Hippichthys cyanospilos,Syngnathidae,16.0,16.9,0.92,0.2,,3.1,1.2,0.9,10.6,10.1,,,,,High; decline threshold,,0,times the body weight per year
Hippichthys heptagonus,Syngnathidae,15.0,15.9,0.98,0.19,,2.9,1.1,0.8,10,9.5,,,,,High; decline threshold,,0,times the body weight per year
Hippichthys parvicarinatus,Syngnathidae,8.2,8.8,1.71,0.13,,1.6,0.7,0.5,5.9,5.1,,,,,High; decline threshold,,,times the body weight per year
Hippichthys penicillus,Syngnathidae,18.0,19,0.83,0.22,,3.4,1.3,0.9,11.8,11.4,,,,,High; decline threshold,,0,times the body weight per year
Hippichthys spicifer,Syngnathidae,18.0,19,0.99,0.18,1.84,2.9,1.1,0.8,11.8,11.4,,,,,High; decline threshold,,0,times the body weight per year
Hippocampus abdominalis,Syngnathidae,35.0 OT,36.6,0.74,0.17,0.89,3.9,1.1,1,21.2,22.7,,,,,High; decline threshold,mainly animals,3.4,
Hippocampus alatus,Syngnathidae,11.7 OT,12.5,1.34,0.15,,2.1,0.8,0.6,8.1,7.4,,,,,High; decline threshold,,,times the body weight per year
Hippocampus angustus,Syngnathidae,22.0,23.2,0.83,0.21,1.54,3.4,1.3,0.9,14.1,14.1,,,,,High; decline threshold,,0,times the body weight per year
Hippocampus bargibanti,Syngnathidae,2.4 OT,2.6,1.34,0.23,,2,1.1,0.9,2,1.4,,,,,High; decline threshold,,0,times the body weight per year
Hippocampus biocellatus,Syngnathidae,10.8 OT,11.5,1.34,0.15,,2.1,0.9,0.6,7.5,6.8,,,,,High; decline threshold,,,times the body weight per year
Hippocampus breviceps,Syngnathidae,15.0,15.9,1.18,0.16,1.55,2.4,0.9,0.7,10,9.5,,,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.48,times the body weight per year
Hippocampus colemani,Syngnathidae,2.7,2.9,4.87,0.06,,0.6,0.3,0.2,2.2,1.6,,,,,High; decline threshold,,,times the body weight per year
Hippocampus fisheri,Syngnathidae,8.0 OT,8.6,1.34,0.17,,2.1,0.9,0.7,5.8,5,,,,,High; decline threshold,,,times the body weight per year
Hippocampus histrix,Syngnathidae,17.0,18,1.05,0.17,1.95,2.7,1,0.8,11.2,10.8,,,,,High; decline threshold,mainly animals,3.4+/- s.e. 0.53,times the body weight per year
Hippocampus jugumus,Syngnathidae,4.4 OT,4.8,1.34,0.19,,2,0.9,0.7,3.4,2.7,,,,,High; decline threshold,,,times the body weight per year
Hippocampus kelloggi,Syngnathidae,28.0 OT,29.4,1.34,0.12,,2.1,0.6,0.5,17.4,18,,,,,High; decline threshold,,0,times the body weight per year
Hippocampus kuda,Syngnathidae,30.0,19.2,2.5,0.07,3.65,1.1,0.4,0.3,11.9,12.9,,,bearers: external brooders,168,High; decline threshold,,0,times the body weight per year
Hippocampus minotaur,Syngnathidae,5.0 OT,5.4,1.34,0.19,,2,0.9,0.7,3.8,3.1,,,,,High; decline threshold,,0,times the body weight per year
Hippocampus multispinus,Syngnathidae,14.0 OT,14.9,1.34,0.14,,2.1,0.8,0.6,9.4,8.9,,,,,High; decline threshold,,,times the body weight per year
Hippocampus pontohi,Syngnathidae,1.7,1.9,7.38,0.04,,0.4,0.2,0.2,1.5,1,,,,,High; decline threshold,,,times the body weight per year
Hippocampus queenslandicus,Syngnathidae,11.6 OT,12.3,1.34,0.15,,2.1,0.8,0.6,8,7.3,,,,,High; decline threshold,,,times the body weight per year
Hippocampus semispinosus,Syngnathidae,18.0 OT,19,1.34,0.13,,2.1,0.8,0.6,11.8,11.4,,,,,High; decline threshold,,,times the body weight per year
Hippocampus spinosissimus,Syngnathidae,17.2 OT,18.2,0.82,0.19,1.35,3.5,1.3,1,11.3,10.9,,,,,High; decline threshold,,0,times the body weight per year
Hippocampus subelongatus,Syngnathidae,20.0 OT,21.1,1.34,0.13,,2.1,0.8,0.6,12.9,12.8,,,,,High; decline threshold,,0,times the body weight per year
Hippocampus trimaculatus,Syngnathidae,22.0,23.2,0.79,0.18,1.48,3.6,1.4,1,14.1,14.1,,,bearers: external brooders,845,High; decline threshold,mainly animals,3.8+/- s.e. 0.5,
Hippocampus whitei,Syngnathidae,13.0 OT,13.9,1.28,0.15,2.16,2.2,0.6,0.6,8.9,8.9,,,bearers: external brooders,158,High; decline threshold,,0,times the body weight per year
Hippocampus zebra,Syngnathidae,8.0 OT,8.6,1.34,0.17,,2.1,0.9,0.7,5.8,5,,,,,High; decline threshold,,0,times the body weight per year
Hipposcarus longiceps,Scaridae,60.0,43.9,0.5,0.29,0.97,5.7,1.7,1.4,24.9,27.4,"1,646.0 g",46.0/287.5,nonguarders: open water/substratum egg scatterers,,High; decline threshold,mainly plants/detritus,2+/- s.e. 0.14,times the body weight per year
Hirundichthys oxycephalus,Exocoetidae,18.0,19,1.44,0.12,,2,0.8,0.6,11.8,11.4,,,nonguarders:,,High; decline threshold,,,times the body weight per year
Hirundichthys rondeletii,Exocoetidae,30.0,31.5,1.08,0.14,1.44,2.6,0.7,0.7,18.5,19.4,,,,,High; decline threshold,,,times the body weight per year
Hirundichthys speculiger,Exocoetidae,25.1,26.4,1.06,0.15,,2.7,0.7,0.7,15.8,16.1,,,,,High; decline threshold,mainly animals,3+/- s.e. 0.08,times the body weight per year
Histiobranchus australis,Synaphobranchidae,62.8,65.1,,,0.27,0,0,0,35.5,41.3,,,,,Please en,,,times the body weight per year
Histiobranchus bathybius,Synaphobranchidae,137,140.2,,,,0,0,0,70.7,91.8,,,,"229,456.00",Please en,mainly animals,4.2+/- s.e. 0.56,times the body weight per year
Histiobranchus bruuni,Synaphobranchidae,69.0,71.4,,,0.25,0,0,0,38.6,45.5,,,,,Please en,,0,times the body weight per year
Histiogamphelus briggsii,Syngnathidae,22.5,23.7,0.67,0.26,,4.2,1.1,1.1,14.3,14.4,,,,,High; decline threshold,,,times the body weight per year
Histiogamphelus cristatus,Syngnathidae,26.5,27.8,0.58,0.29,,4.9,1.3,1.3,16.5,17,,,,,High; decline threshold,,,times the body weight per year
Histiophryne bougainvilli,Antennariidae,9.0,9.6,,,1.59,0,0,0,6.4,5.6,,,,,Please en,,0,times the body weight per year
Histiophryne cryptacanthus,Antennariidae,9.6,10.2,,,1.52,0,0,0,6.7,6,,,,,Please en,,0,times the body weight per year
Histiophryne maggiewalker,Antennariidae,5.5,5.9,,,,0,0,0,4.1,3.4,,,,,Please en,,0,times the body weight per year
Histiopterus typus,Pentacerotidae,42.0,43.8,0.4,0.37,0.52,7.1,2.1,1.7,24.9,27.3,,,,,High; decline threshold,mainly animals,3.5+/- s.e. 0.5,times the body weight per year
Histrio histrio,Antennariidae,20.0,21.1,,,0.9,0,0,0,12.9,12.8,,,,,Please en,mainly animals,3.9+/- s.e. 0.63,times the body weight per year
Hologymnosus annulatus,Labridae,40.0,41.7,0.22,0.7,0.5,12.9,3.7,3.1,23.8,26,,,,,Medium; decline threshold,mainly animals,4.2+/- s.e. 0.73,times the body weight per year
Hologymnosus doliatus,Labridae,50.0,52,0.18,0.81,0.4,15.9,4.7,3.7,29,32.7,,,,,Medium; decline threshold,mainly animals,3.8+/- s.e. 0.57,times the body weight per year
Hologymnosus longipes,Labridae,40.0,41.7,0.22,0.7,0.5,12.9,3.7,3.1,23.8,26,,,,,Medium; decline threshold,,0,times the body weight per year
Hologymnosus rhodonotus,Labridae,32.0,33.5,0.27,0.6,0.61,10.5,3,2.7,19.6,20.7,,,,,Medium; decline threshold,,,times the body weight per year
Holtbyrnia laticauda,Platytroctidae,30.0,31.5,0.96,0.16,1.07,3,0.8,0.8,18.5,19.4,,,,,High; decline threshold,,,times the body weight per year
Homostolus acer,Ophidiidae,18.4,19.4,0.57,0.32,,4.9,1.9,1.4,12,11.7,,,,,High; decline threshold,,,times the body weight per year
Hoplichthys citrinus,Hoplichthyidae,21.5,22.7,,,0.62,0,0,0,13.8,13.8,,,,,Please en,,,times the body weight per year
Hoplichthys filamentosus,Hoplichthyidae,30.0,31.5,,,,0,0,0,18.5,19.4,,,,,Please en,,,times the body weight per year
Hoplichthys haswelli,Hoplichthyidae,43.0,44.8,,,0.35,0,0,0,25.4,28,,,,,Please en,,,times the body weight per year
Hoplichthys imamurai,Hoplichthyidae,14.4,15.3,,,,0,0,0,9.7,9.1,,,,,Please en,,,times the body weight per year
Hoplichthys regani,Hoplichthyidae,20.0,21.1,,,0.6,0,0,0,12.9,12.8,,,,,Please en,,,times the body weight per year
Hoplobrotula armata,Ophidiidae,70.0,72.4,0.17,0.78,,16.9,5.2,3.8,39.1,46.1,,,,,Medium; decline threshold,mainly animals,4+/- s.e. 0.66,times the body weight per year
Hoplolatilus cuniculus,Malacanthidae,16.0,16.9,0.58,0.33,1.27,4.8,1.9,1.4,10.6,10.1,,,,,High; decline threshold,mainly animals,3.4,times the body weight per year
Hoplolatilus starcki,Malacanthidae,15.5,16.4,0.6,0.32,1.32,4.7,1.8,1.3,10.3,9.8,,,,,High; decline threshold,mainly animals,3.5,times the body weight per year
Hoplostethus atlanticus,Trachichthyidae,75.0,39.1,0.06,2.74,0.14,47.3,13.4,11.5,22.5,24.3,"1,901.0 g",53.4/333.8,nonguarders:,"30,209.00",Low; decline threshold,mainly animals,4.2+/- s.e. 0.12,times the body weight per year
